ERROR: logging before google.Init: I0909 15:10:53.346960      82 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:11:17.506036    1148 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe42bd0379d63fb4c ResponseID: FHehap2hHviw_PUP9sKAyAI
ERROR: logging before google.Init: I0909 15:11:19.010789    1213 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x51c305192bea23ca ResponseID: FXehaq-VL_7P_uMPwODAgQc
ERROR: logging before google.Init: I0909 15:11:20.188923    1272 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x713b4a1f2f089eb ResponseID: F3ehatfkGpWM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:11:22.235025    1347 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2bc2741366ee0d5c ResponseID: GHehasWuHLfW_uMP9pT90A4
ERROR: logging before google.Init: I0909 15:11:25.315356    1407 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x13b673421d2a1cc2 ResponseID: GnehavSRHr-8_PUPudvA4QI
ERROR: logging before google.Init: I0909 15:11:27.046106    1497 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x887bd880deb80136 ResponseID: HXehaoCeJcia_uMP3LK1kQc
ERROR: logging before google.Init: I0909 15:11:29.544939    1533 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x42ed34f11ad1692c ResponseID: IHehariXBpCu_uMP9Jul6As
ERROR: logging before google.Init: I0909 15:11:30.771834    1617 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa2180848aa88cbdd ResponseID: IXehauqvN9jf-sAPgsrGkAg
ERROR: logging before google.Init: I0909 15:11:31.850112    1676 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x396dafd064f5ca04 ResponseID: I3eharibBdjP_uMPjMDQiAI
ERROR: logging before google.Init: I0909 15:11:33.121028    1943 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1cde5a6624764833 ResponseID: JHehasegEIvh_uMP8bj_8As
ERROR: logging before google.Init: I0909 15:11:34.889866    1949 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x65950a09aa03f1f2 ResponseID: JXehat6LGoOi_uMP-ZPasQI
ERROR: logging before google.Init: I0909 15:11:36.106056    2066 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4b36f8c7306d86ed ResponseID: J3ehavijCruN_uMP-OyE6Qs
ERROR: logging before google.Init: I0909 15:11:41.085535    2093 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x64f395fe89cbc13e ResponseID: KHehavfhF_G3_PUPx8CBuAI
ERROR: logging before google.Init: I0909 15:11:42.521078    2119 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd12d6f65ea0fc639 ResponseID: LXehaq-RF8Te-sAPkavLqQw
ERROR: logging before google.Init: I0909 15:11:42.570239    2126 search_ripgrep.go:116] extracted embedded ripgrep to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (8144064 bytes)
ERROR: logging before google.Init: I0909 15:11:42.570257    2126 search_ripgrep.go:459] ripgrep resolved to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (embedded copy)
ERROR: logging before google.Init: E0909 15:11:42.570453    2126 grep_handler.go:674] ripgrep at /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d could not be executed (fork/exec /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d: no such file or directory), falling back to grep
ERROR: logging before google.Init: I0909 15:11:45.637249    2180 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x16457695dd8a8e9e ResponseID: LnehauHpMubcjMcPqZuzwQI
ERROR: logging before google.Init: I0909 15:11:45.696623    2199 search_ripgrep.go:459] ripgrep resolved to /usr/bin/rg ($PATH)
ERROR: logging before google.Init: I0909 15:11:46.979377    2232 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4dad0541286b38d3 ResponseID: MneharGfBfa0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:11:48.614795    2245 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbaa27b5c50fb4c1a ResponseID: M3ehavukEb_f-sAPkfnrwAQ
ERROR: logging before google.Init: I0909 15:11:50.365096    2270 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8bc71d30b2ce5490 ResponseID: NHehapz8O6W8_uMPi-K64AI
ERROR: logging before google.Init: I0909 15:11:53.605003    2303 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x21dc9c019b8e1998 ResponseID: OHehaoOAIbC0_uMP5NyVyAo
ERROR: logging before google.Init: I0909 15:11:56.812784    2359 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xacc1cf64180b112d ResponseID: OneharvqCOuj_uMPiP29-Qs
ERROR: logging before google.Init: I0909 15:11:59.691691    2451 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5c8e1b2ac8cf22a8 ResponseID: PXehaovrEpSu_PUPkN3ByQI
ERROR: logging before google.Init: I0909 15:12:02.130435    2447 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbaa9c9ed4d980d9d ResponseID: QXehavPOArfW_uMP9pT90A4
ERROR: logging before google.Init: I0909 15:12:03.531144    2433 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7d463e913cbe64bb ResponseID: Qnehat-BJ_e0_PUP78anuQI
ERROR: logging before google.Init: I0909 15:12:05.459783    2535 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6f5350b9a6cf7dfe ResponseID: Q3eharSuMr6q_PUPxISMqQI
ERROR: logging before google.Init: I0909 15:12:07.628714    2561 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdff4b36baede59a1 ResponseID: Rnehap-TJLfW_uMP9pT90A4
ERROR: logging before google.Init: I0909 15:12:09.050424    2620 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x215106fb5bee2101 ResponseID: SHehaoi-AY-U_uMPmr3H-Qs
ERROR: logging before google.Init: I0909 15:12:11.130689    2662 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe2585e228874f0a7 ResponseID: SXehau62G_G3_PUPx8CBuAI
ERROR: logging before google.Init: I0909 15:12:12.311654    2710 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfdd56bdb34168936 ResponseID: S3ehauurG53i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:12:14.089227    2736 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc3b543025534e919 ResponseID: TXehaoaFFumw_PUP4vfYiAI
ERROR: logging before google.Init: I0909 15:12:16.285595    2852 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1abec029849264a ResponseID: Tnehaq20N_7P_uMPwODAgQc
ERROR: logging before google.Init: I0909 15:12:19.750355    2926 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc3231cb944a5b2ea ResponseID: UHehaoT5NZWM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:12:25.871883    2954 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x51eeab71d9cc36ef ResponseID: V3ehaoCAM_Sd_uMPhKDjEA
ERROR: logging before google.Init: I0909 15:12:27.826643    3050 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfabf110686055389 ResponseID: WnehatTgEOSu_uMP8uut8Qs
ERROR: logging before google.Init: I0909 15:12:30.596655    3096 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1264d7215b1d61c2 ResponseID: XHehapfLC5Cu_uMP9Jul6As
ERROR: logging before google.Init: I0909 15:12:32.474872    3129 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb9513aa4916e0435 ResponseID: XnehatPdOMjg_uMP146M8QI
ERROR: logging before google.Init: I0909 15:12:36.413282    3120 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x71efcf100d6e48ad ResponseID: YHeharOCM9iV_uMP87O46Qs
ERROR: logging before google.Init: I0909 15:12:51.104548    3195 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xef1e36b8c415e8c1 ResponseID: cHehapCgDtjP_uMPjMDQiAI
ERROR: logging before google.Init: I0909 15:13:20.938778    3276 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf699c4c0b58e73cb ResponseID: hnehavqiLfLTjMcP1o6ooAM
ERROR: logging before google.Init: I0909 15:13:31.210293    3262 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7d9dda9d5e17ab5c ResponseID: kXehas3DGpnL_uMPnLiaiAs
ERROR: logging before google.Init: I0909 15:13:34.204716    3342 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x30c4362451044fd5 ResponseID: m3eharfWJpWM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:13:36.436999       1 manager.go:769] CLI store manager shutting down
ERROR: logging before google.Init: I0909 15:13:36.437130       1 conversation_manager.go:752] Stopping conversation stream
ERROR: logging before google.Init: I0909 15:13:36.437174     355 server.go:1209] Stream goroutine exited for 728f77ff-e39e-4377-a638-f7ae749b9d9c, sending completion signal
ERROR: logging before google.Init: I0909 15:13:36.437187     355 conversation_manager.go:886] Stream completed for 728f77ff-e39e-4377-a638-f7ae749b9d9c, clearing ResponsePending
ERROR: logging before google.Init: I0909 15:13:36.437308    3499 server.go:2803] Language server shutting down
ERROR: logging before google.Init: I0909 15:13:36.437313    3499 server.go:2808] Waiting for migrations to complete to prevent partial migration state...
ERROR: logging before google.Init: E0909 15:13:36.446208    3576 telemetry.go:82] error recording trajectory segment analytics: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": context canceled
ERROR: logging before google.Init: E0909 15:13:36.453039      14 file_watcher.go:194] skipping empty or temp file: 
ERROR: logging before google.Init: E0909 15:13:36.453062      14 file_watcher.go:194] skipping empty or temp file: 
