ERROR: logging before google.Init: I0909 15:41:57.416227      27 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:42:20.659688    1240 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe060173047d9ebd0 ResponseID: W36hasiuKruN_uMP-OyE6Qs
ERROR: logging before google.Init: I0909 15:42:21.722990    1280 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x51f9cf83a98e13b4 ResponseID: XH6hatvuNbKe_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:42:23.673347    1332 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6b297a52e51a1958 ResponseID: XX6haoHhPLfW_uMP9pT90A4
ERROR: logging before google.Init: I0909 15:42:25.691611    1378 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa7aea044c25dc685 ResponseID: X36haqKJOcia_uMP3LK1kQc
ERROR: logging before google.Init: I0909 15:42:29.383899    1437 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7560de2000765c3 ResponseID: YX6hatzQONyu_PUPx8WR-Ag
ERROR: logging before google.Init: I0909 15:42:31.805001    1447 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6b5b51faea75e18f ResponseID: ZX6haqzkJp7S_uMP2-zTkQ4
ERROR: logging before google.Init: I0909 15:42:33.488708    1558 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7cf0720b0ee68aa ResponseID: aH6havXpBMbf_uMPhJbakAc
ERROR: logging before google.Init: I0909 15:42:34.851258    1584 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc46bec483f2b7731 ResponseID: aX6harejLJ-8_uMP8cW2yAc
ERROR: logging before google.Init: I0909 15:42:36.090395    1698 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6b9dbb82c1ea191c ResponseID: a36hasmFBeXI-sAP_bXYwAQ
ERROR: logging before google.Init: I0909 15:42:37.518509    1713 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3572e520ef11b0a1 ResponseID: bH6haqrrHrea_uMP_5rhwQc
ERROR: logging before google.Init: I0909 15:42:38.836975    1829 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb0a5c6ecad6e4aac ResponseID: bX6hav6ZMLKe_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:42:40.005742    1869 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5b8b37f1406899db ResponseID: b36hapzJBLzi_uMPub6IqQs
ERROR: logging before google.Init: I0909 15:42:41.295519    1978 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb06f47eccb210fc9 ResponseID: cH6hasHaEOi8jMcPoqjOqQc
ERROR: logging before google.Init: I0909 15:42:42.267141    2028 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x48d70c39699c2f4d ResponseID: cX6harO_IP2s_PUPoMDE4AI
ERROR: logging before google.Init: I0909 15:42:43.208324    2103 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc0114ccb54bf6507 ResponseID: cn6havb0HoLm-sAPvMzuoQU
ERROR: logging before google.Init: I0909 15:42:44.339703    2150 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x498d10d2cae367 ResponseID: c36hav2iHIrUjMcPiuf-wAI
ERROR: logging before google.Init: I0909 15:42:45.752348    2189 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6a9010e55d6b3722 ResponseID: dH6hap_OI6Sn1MkPmJ7QKA
ERROR: logging before google.Init: I0909 15:42:48.430398    2308 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x85a2b8a6c5676e4b ResponseID: dn6har9QkK7-4w_0m6XoCw
ERROR: logging before google.Init: I0909 15:42:50.081416    2354 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc8a221b1ba167e13 ResponseID: eH6hapKXNcGJ-sAP7qHJ2QI
ERROR: logging before google.Init: I0909 15:42:53.554034    2253 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc7f8efa8e3cf3556 ResponseID: en6hap3OF6ve-sAP4PSskQI
ERROR: logging before google.Init: I0909 15:42:57.239541    2449 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x67c2cceebcd7a786 ResponseID: fX6havq3NZHJ-sAP877ByAc
ERROR: logging before google.Init: I0909 15:43:05.099281    2500 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x84f6b8757c08185a ResponseID: hn6hatP5Np20_PUP3e6MwQI
ERROR: logging before google.Init: I0909 15:43:09.144643    2556 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb229b76715a01772 ResponseID: iX6harDaHui8jMcPoqjOqQc
ERROR: logging before google.Init: I0909 15:43:13.305014    2615 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5be6742fc25ca86f ResponseID: jX6hav6fIcTI-sAPmu3yqAI
ERROR: logging before google.Init: I0909 15:43:16.426729    2527 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6ae1b74b8c237308 ResponseID: kX6hauyNKbKe_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:43:23.707122    2694 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfea299e4fe84b7b0 ResponseID: mn6hap26Eq61_PUPr6e92A8
ERROR: logging before google.Init: I0909 15:43:25.435784    2733 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf3daf22ea8672c52 ResponseID: nH6haqTvBf7ajMcPgbqVmQM
ERROR: logging before google.Init: I0909 15:43:28.788586    2797 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc565fb36ca3b4a24 ResponseID: nX6hapCjOuSu_uMP8uut8Qs
ERROR: logging before google.Init: I0909 15:44:03.869808    2859 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdabeb6715ba8b65d ResponseID: u36haoziBtfWjMcP8O6GyQI
ERROR: logging before google.Init: I0909 15:44:05.394171    2894 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdfe8b4f50120bccf ResponseID: xH6hau6sF7PSjMcP_f3XkAM
ERROR: logging before google.Init: I0909 15:44:08.899659    3028 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe916899e5a61bc0d ResponseID: xX6harvRMKW8_uMPi-K64AI
ERROR: logging before google.Init: I0909 15:44:10.303830       1 manager.go:769] CLI store manager shutting down
ERROR: logging before google.Init: I0909 15:44:10.303945       1 conversation_manager.go:752] Stopping conversation stream
ERROR: logging before google.Init: I0909 15:44:10.304022     305 server.go:1209] Stream goroutine exited for 35470333-ee02-4ec0-93f4-054df90147b9, sending completion signal
ERROR: logging before google.Init: I0909 15:44:10.304046     305 conversation_manager.go:886] Stream completed for 35470333-ee02-4ec0-93f4-054df90147b9, clearing ResponsePending
ERROR: logging before google.Init: I0909 15:44:10.304149    3112 server.go:2803] Language server shutting down
ERROR: logging before google.Init: I0909 15:44:10.304156    3112 server.go:2808] Waiting for migrations to complete to prevent partial migration state...
ERROR: logging before google.Init: E0909 15:44:10.304219    3109 telemetry.go:82] error recording trajectory segment analytics: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": context canceled
ERROR: logging before google.Init: E0909 15:44:10.312035     130 file_watcher.go:194] skipping empty or temp file: 
ERROR: logging before google.Init: E0909 15:44:10.312054     130 file_watcher.go:194] skipping empty or temp file: 
