ERROR: logging before google.Init: I0909 15:10:05.164857      20 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:10:22.115151     954 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb7b4548086322585 ResponseID: 3XahatKPAcSf_uMP2OyU2Qs
ERROR: logging before google.Init: I0909 15:10:23.217889     863 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4dda05520ba6c8be ResponseID: 3nahasOCFvPkjMcP14eV-Qc
ERROR: logging before google.Init: I0909 15:10:24.248802     977 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcb62a92a844f7bb8 ResponseID: 33ahaofqGui8jMcPoqjOqQc
ERROR: logging before google.Init: I0909 15:10:25.495014    1081 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd856094872a515e5 ResponseID: 4HahauHTHf7ajMcPgbqVmQM
ERROR: logging before google.Init: I0909 15:10:26.660302    1109 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x62f8091adf3ec859 ResponseID: 4XahaubrLdiV_uMP87O46Qs
ERROR: logging before google.Init: I0909 15:10:27.886373    1096 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd71bdbc5f13fb591 ResponseID: 4nahaubqOZ3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:10:28.921492    1197 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x301ca6fd6cbfede ResponseID: 5HahauXICLzi_uMPub6IqQs
ERROR: logging before google.Init: I0909 15:10:31.064734    1227 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x741efb64b55e6139 ResponseID: 5XahasTVCuuj_uMPiP29-Qs
ERROR: logging before google.Init: I0909 15:10:32.501706    1275 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9fd6d3b58e859ec7 ResponseID: 53ahaoKrEp3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:10:35.031680    1292 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x13f127b523514e05 ResponseID: 6HahaqWdLZ7S_uMP2-zTkQ4
ERROR: logging before google.Init: I0909 15:10:36.324772    1326 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5e63011d872104c5 ResponseID: 63ahapCUE6-3_uMPjennmQI
ERROR: logging before google.Init: I0909 15:10:36.401575    1183 search_ripgrep.go:116] extracted embedded ripgrep to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (8144064 bytes)
ERROR: logging before google.Init: I0909 15:10:36.401593    1183 search_ripgrep.go:459] ripgrep resolved to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (embedded copy)
ERROR: logging before google.Init: E0909 15:10:36.401779    1183 grep_handler.go:674] ripgrep at /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d could not be executed (fork/exec /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d: no such file or directory), falling back to grep
ERROR: logging before google.Init: I0909 15:10:38.095713    1377 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x420801cb40932495 ResponseID: 7HahapvIJZCu_uMP9Jul6As
ERROR: logging before google.Init: I0909 15:10:38.160985    1246 search_ripgrep.go:459] ripgrep resolved to /usr/bin/rg ($PATH)
ERROR: logging before google.Init: I0909 15:10:40.196845    1410 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9d5aeba6cbee9685 ResponseID: 7nahaur5FoKq_uMPwtjWuAs
ERROR: logging before google.Init: I0909 15:10:43.336852    1262 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf776325de265d40e ResponseID: 8HahapD9KZ3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:10:44.773299    1526 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2068bf49b239d99c ResponseID: 83ahaorCMcjV_uMP9cHAiAc
ERROR: logging before google.Init: I0909 15:10:46.932375    1558 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc93de4cdc4d37548 ResponseID: 9Xahapm4Ava0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:10:50.825378    1600 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf88c709c2347b8c8 ResponseID: 93ahat6cJL-5_PUP1fC1qQI
ERROR: logging before google.Init: I0909 15:10:52.141181    1649 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6f8c0c90488151d2 ResponseID: -3ahasqrBpCu_PUPsoyLqAI
ERROR: logging before google.Init: I0909 15:10:53.397869    1716 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7887b13c32eb8655 ResponseID: _HahaorsGsia_uMP3LK1kQc
ERROR: logging before google.Init: I0909 15:10:54.850973    1777 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x44ad49ae08e9622a ResponseID: _XahavrhK-Su_uMP8uut8Qs
ERROR: logging before google.Init: I0909 15:10:56.125797    1801 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd96fba53b8ad9f90 ResponseID: _3ahasyDC-mw_PUP4vfYiAI
ERROR: logging before google.Init: I0909 15:10:57.402392    1788 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa4fe5a265e512be4 ResponseID: AHehaonsGP7P_uMPwODAgQc
ERROR: logging before google.Init: I0909 15:11:00.540960    1877 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2c450d6dfb8b0ef ResponseID: AXehavi-Lp3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:11:03.661346    1910 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x61e6b371445d67c3 ResponseID: BXehasOuD5WM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:11:08.113935    1937 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd90885c168f12b30 ResponseID: CHehasewMKa3_PUP1Z32yAI
ERROR: logging before google.Init: I0909 15:11:11.550929    1904 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf9bc95e242a7c098 ResponseID: DXeharrtM7i3_PUPqN_A4Q8
ERROR: logging before google.Init: I0909 15:11:14.236401    2072 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd78ba056d2f9576d ResponseID: EHehapKfGJ20_PUP3e6MwQI
ERROR: logging before google.Init: I0909 15:11:17.765240    2194 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7c5dda58960d70cc ResponseID: EnehatiaJZWM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:11:22.264595    2233 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3712011445560f69 ResponseID: F3ehapqWJuuj_uMPiP29-Qs
ERROR: logging before google.Init: I0909 15:11:24.708909    2209 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd6b54a07c608ad4f ResponseID: GnehapzXKr-5_PUP1fC1qQI
ERROR: logging before google.Init: I0909 15:11:27.195183    2666 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbf5f13fab62a3aa7 ResponseID: HXeharTlHcbf_uMPhJbakAc
ERROR: logging before google.Init: I0909 15:11:28.850198    2693 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x383b51e929e13663 ResponseID: H3ehatnsJL-8_PUPudvA4QI
ERROR: logging before google.Init: I0909 15:11:32.010669    2649 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe00f91ddf5d627fa ResponseID: IXeharOLDv7ajMcPgbqVmQM
ERROR: logging before google.Init: I0909 15:11:39.536810    2785 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x720762393a6b5308 ResponseID: KXehaqPEL_2s_PUPoMDE4AI
ERROR: logging before google.Init: I0909 15:11:42.593479    2888 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5e4833cb8a98619c ResponseID: K3ehao_zOMjg_uMP146M8QI
ERROR: logging before google.Init: I0909 15:11:44.737491    2810 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1d2b6fc2fa015cc ResponseID: L3ehavRvq9GMxw-36enIAg
ERROR: logging before google.Init: I0909 15:11:46.030466    2979 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xeed7224930e7c28 ResponseID: MXehaqSoBJ20_PUP3e6MwQI
ERROR: logging before google.Init: I0909 15:11:48.068059    3065 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa79209a86db07f04 ResponseID: MneharjWJMia_uMP3LK1kQc
ERROR: logging before google.Init: I0909 15:11:50.273413    3019 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6d100ee59e4d8d22 ResponseID: NHehaoOSIsHa_uMPrtOcmAw
ERROR: logging before google.Init: I0909 15:11:54.262001    3267 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x98af469c15c1f6ec ResponseID: NnehavDuMOmw_PUP4vfYiAI
ERROR: logging before google.Init: I0909 15:11:58.614305    3314 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8ec1b9147723aac3 ResponseID: PHehavCTF4_V-sAPou3TwAc
ERROR: logging before google.Init: I0909 15:12:00.807106    3362 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x629d801dd256e013 ResponseID: P3ehasrJK9jP_uMPjMDQiAI
ERROR: logging before google.Init: I0909 15:12:02.604826    3391 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8f4dc953e24c31c9 ResponseID: QXehar60FpnL_uMPnLiaiAs
ERROR: logging before google.Init: I0909 15:12:10.226326    3462 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5bcc8c2d17ab72b4 ResponseID: Q3ehapmjKdCw_PUPs4T22As
ERROR: logging before google.Init: I0909 15:12:45.140444    3418 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x65b959b555db9404 ResponseID: YXehaqXlL_6Z_uMP6oDMGA
ERROR: logging before google.Init: I0909 15:12:50.148540    3484 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x688df12adfb6dd25 ResponseID: bXehapbSJ_G3_PUPx8CBuAI
ERROR: logging before google.Init: I0909 15:12:54.092439    3328 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x977fde01c1495aa0 ResponseID: cnehataoI7Ke_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:12:56.394782       1 manager.go:769] CLI store manager shutting down
ERROR: logging before google.Init: I0909 15:12:56.394898       1 conversation_manager.go:752] Stopping conversation stream
ERROR: logging before google.Init: I0909 15:12:56.394937     362 server.go:1209] Stream goroutine exited for ce3ff778-ae21-450a-a345-fa970c0941c4, sending completion signal
ERROR: logging before google.Init: I0909 15:12:56.394941     362 conversation_manager.go:886] Stream completed for ce3ff778-ae21-450a-a345-fa970c0941c4, clearing ResponsePending
ERROR: logging before google.Init: I0909 15:12:56.395239    3693 server.go:2803] Language server shutting down
ERROR: logging before google.Init: I0909 15:12:56.395254    3693 server.go:2808] Waiting for migrations to complete to prevent partial migration state...
ERROR: logging before google.Init: E0909 15:12:56.411597    3771 telemetry.go:82] error recording trajectory segment analytics: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": context canceled
ERROR: logging before google.Init: E0909 15:12:56.448042     114 file_watcher.go:194] skipping empty or temp file: 
