ERROR: logging before google.Init: I0909 14:54:21.536168      50 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 14:54:41.883386    1125 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc50340032928284d ResponseID: L3Ohasa_Covh_uMP8bj_8As
ERROR: logging before google.Init: I0909 14:54:43.445166    1141 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2c8ac5ef70410f75 ResponseID: MnOhaviVD8jg_uMP146M8QI
ERROR: logging before google.Init: I0909 14:54:44.608728    1164 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc6728d14c4a538e0 ResponseID: M3Ohap7NK_Xj_uMP-_HgwQc
ERROR: logging before google.Init: I0909 14:54:47.185914    1211 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x342a9e28d872f685 ResponseID: NHOhapWCOK-3_uMPjennmQI
ERROR: logging before google.Init: I0909 14:54:48.834518    1314 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1df2e197d7f8b41a ResponseID: N3Ohas3uHNjP_uMPjMDQiAI
ERROR: logging before google.Init: I0909 14:54:48.897741    1246 search_ripgrep.go:116] extracted embedded ripgrep to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (8144064 bytes)
ERROR: logging before google.Init: I0909 14:54:48.897766    1246 search_ripgrep.go:459] ripgrep resolved to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (embedded copy)
ERROR: logging before google.Init: E0909 14:54:48.898020    1246 grep_handler.go:674] ripgrep at /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d could not be executed (fork/exec /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d: no such file or directory), falling back to grep
ERROR: logging before google.Init: I0909 14:54:50.184143    1345 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd5d9ddd1c068aebe ResponseID: OXOhapSeC8Ha_uMPrtOcmAw
ERROR: logging before google.Init: I0909 14:54:50.253184    1309 search_ripgrep.go:459] ripgrep resolved to /usr/bin/rg ($PATH)
ERROR: logging before google.Init: I0909 14:54:51.916675    1370 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x64890bf9cb651cf3 ResponseID: OnOhapWxH-Su_uMP8uut8Qs
ERROR: logging before google.Init: I0909 14:54:53.624183    1429 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe31e5dc2e41f59b2 ResponseID: PHOharHvE7-5_PUP1fC1qQI
ERROR: logging before google.Init: I0909 14:54:56.074330    1554 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf3e92b6f845952ad ResponseID: PXOhaqCfO520_PUP3e6MwQI
ERROR: logging before google.Init: I0909 14:54:59.127783    1608 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb89ad58edd02acd4 ResponseID: QHOhap7NHMbf_uMPhJbakAc
ERROR: logging before google.Init: I0909 14:55:01.253035    1642 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa448505c35f591d9 ResponseID: Q3OhavP0JZa__uMP2fDriQw
ERROR: logging before google.Init: I0909 14:55:02.660964    1682 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1a84245690793324 ResponseID: RXOhauj9KJCu_PUPsoyLqAI
ERROR: logging before google.Init: I0909 14:55:07.010028    1455 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x71d0b2d922617762 ResponseID: R3OhatvNMo-U_uMPmr3H-Qs
ERROR: logging before google.Init: I0909 14:55:09.628770    1794 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc6a39a873ea0c68d ResponseID: THOhauybB9yM_PUPsNntmAo
ERROR: logging before google.Init: I0909 14:55:11.313899    1853 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5f98ca7bbd6ad35b ResponseID: TXOhav7RPLi3_PUPqN_A4Q8
ERROR: logging before google.Init: I0909 14:55:12.793482    1878 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7b398522abfae160 ResponseID: T3Ohaub8Jsia_uMP3LK1kQc
ERROR: logging before google.Init: I0909 14:55:14.418460    1900 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe76cc28c6c3394d0 ResponseID: UXOhasPCDOO2_uMP0P3usAI
ERROR: logging before google.Init: I0909 14:55:16.103517    1937 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6cc95705dd79ba5f ResponseID: UnOhaoatMumw_PUP4vfYiAI
ERROR: logging before google.Init: I0909 14:55:17.698072    1992 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xae60d515b48b0159 ResponseID: VHOhaonyGpCu_PUPsoyLqAI
ERROR: logging before google.Init: I0909 14:55:20.035559    2022 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5755d05af6eead46 ResponseID: VnOhas_qBdDd_uMP6vHz8Qs
ERROR: logging before google.Init: I0909 14:55:22.173124    2066 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb21d9429ff716ae3 ResponseID: WHOhapuqGpnL_uMPnLiaiAs
ERROR: logging before google.Init: I0909 14:55:23.517344    2098 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x67cef3c4c99898f7 ResponseID: WnOhavHTH4-U_uMPmr3H-Qs
ERROR: logging before google.Init: I0909 14:55:26.347483    2126 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1c4b683f0ad98d8 ResponseID: XHOhasJj47b-4w_Q_e6wAg
ERROR: logging before google.Init: I0909 14:55:28.781961    2215 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x21f615dadb8de46b ResponseID: XnOhapGxO6Sw_PUP85mqwQI
ERROR: logging before google.Init: I0909 14:55:31.237223    2299 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf4eac6c311288963 ResponseID: YXOhaueUDqTRjMcPjLHpyQI
ERROR: logging before google.Init: I0909 14:55:32.972923    2285 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbbca9045794b953b ResponseID: Y3OharfkJNWL-sAPr9mykAM
ERROR: logging before google.Init: I0909 14:55:34.759982    2398 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xaba0b29adcd983b5 ResponseID: ZXOharbDFZWM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 14:55:37.176274    2569 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1d5144b0a10dac8 ResponseID: Z3Ohaq3KCYKq_uMPwtjWuAs
ERROR: logging before google.Init: I0909 14:55:41.010180    2589 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x95916f780751f8c ResponseID: aXOhauLTIr6q_PUPxISMqQI
ERROR: logging before google.Init: I0909 14:55:44.961286    2740 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4e628bc53671d9b9 ResponseID: bnOhao2bB-TXjMcPwdf0kAM
ERROR: logging before google.Init: I0909 14:55:47.301479    2789 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x86f17ae46836d57a ResponseID: cXOhat2KHpCu_uMP9Jul6As
ERROR: logging before google.Init: I0909 14:55:49.571275    2769 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x28ddb558833fe0c0 ResponseID: dHOhasz8AbfW_uMP9pT90A4
ERROR: logging before google.Init: I0909 14:55:51.429757    2899 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9e1634a5ba849ae5 ResponseID: dnOhas2tBeuj_uMPiP29-Qs
ERROR: logging before google.Init: I0909 14:55:55.654491    2913 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe7ee5e1f72790742 ResponseID: d3OhavCrObC0_uMP5NyVyAo
ERROR: logging before google.Init: I0909 14:55:58.198094    2960 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x57cee658b5a9e09c ResponseID: fHOhas-xJOrUjMcP4deZmAM
ERROR: logging before google.Init: I0909 14:56:00.396388    3028 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x876745f2ae6e5f55 ResponseID: fnOhauO6NLPSjMcP_f3XkAM
ERROR: logging before google.Init: I0909 14:56:02.971445    3095 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x191e7dec0b9e23f ResponseID: gXOhavDLELa1_uMP_MSP-AI
ERROR: logging before google.Init: I0909 14:56:04.832431    3310 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1077e61ae308b258 ResponseID: g3OharmAIMjV_uMP9cHAiAc
ERROR: logging before google.Init: I0909 14:56:07.111873    3354 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x56f70edd4e4f8e09 ResponseID: hXOhap6FELjJ-sAP4pX-kAc
ERROR: logging before google.Init: I0909 14:56:09.832730    3388 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc9cbb948a697cdd5 ResponseID: h3OhauzcHfXj_uMP-_HgwQc
ERROR: logging before google.Init: I0909 14:56:15.079581    3457 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x26d6449d8e6f1c51 ResponseID: inOhaqucMo-U_uMPmr3H-Qs
ERROR: logging before google.Init: I0909 14:56:26.469175    2988 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x20708be5ba3a8dfb ResponseID: lnOhaoa2Jbea_uMP_5rhwQc
ERROR: logging before google.Init: I0909 14:56:29.587755    3604 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x83f09fee9d47bd54 ResponseID: mnOhas-XOrm2_PUPk-alqQI
ERROR: logging before google.Init: I0909 14:56:32.780709    3651 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe3b456ab4c60143c ResponseID: nXOharHxO8ia_uMP3LK1kQc
ERROR: logging before google.Init: I0909 14:56:35.987718    3690 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3c229ce5755e1315 ResponseID: oXOhat6jC6Sw_PUP85mqwQI
ERROR: logging before google.Init: I0909 14:56:49.627348    3781 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9a1b7510bc710dd0 ResponseID: rnOhat2MC9Cw_PUPs4T22As
ERROR: logging before google.Init: I0909 14:57:10.691978    3815 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x896e463ebe2416c9 ResponseID: vnOhavGRLcbf_uMPhJbakAc
ERROR: logging before google.Init: I0909 14:57:12.932336    3871 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9ad9cd50ae1e0f98 ResponseID: x3OhavueL7TQ_uMPuomUwAs
ERROR: logging before google.Init: I0909 14:57:16.364923    3945 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xda206185222f6cda ResponseID: ynOhau3uEcid_uMP5q6XsAs
ERROR: logging before google.Init: I0909 14:57:18.381855       1 manager.go:769] CLI store manager shutting down
ERROR: logging before google.Init: I0909 14:57:18.381991       1 conversation_manager.go:752] Stopping conversation stream
ERROR: logging before google.Init: I0909 14:57:18.382023     348 server.go:1209] Stream goroutine exited for dbe4764c-b66e-49a2-8905-18b2815b5dbf, sending completion signal
ERROR: logging before google.Init: I0909 14:57:18.382029     348 conversation_manager.go:886] Stream completed for dbe4764c-b66e-49a2-8905-18b2815b5dbf, clearing ResponsePending
ERROR: logging before google.Init: I0909 14:57:18.382188    3435 server.go:2803] Language server shutting down
ERROR: logging before google.Init: I0909 14:57:18.382194    3435 server.go:2808] Waiting for migrations to complete to prevent partial migration state...
ERROR: logging before google.Init: E0909 14:57:18.384783    4105 telemetry.go:82] error recording trajectory segment analytics: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": context canceled
ERROR: logging before google.Init: E0909 14:57:18.389051      60 file_watcher.go:194] skipping empty or temp file: 
