ERROR: logging before google.Init: I0909 15:25:40.256633      21 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:25:54.070735     979 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3898fbea6eb8c292 ResponseID: gXqhapqlDOO6jMcPjbXZwAI
ERROR: logging before google.Init: I0909 15:25:55.157825    1045 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf0db1881729f0507 ResponseID: gnqhat-DFZ_0jMcPy8vq2Ac
ERROR: logging before google.Init: I0909 15:25:56.448523    1058 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8db7c7fdc1bd66cd ResponseID: g3qhavbhF4fJ-sAP06vC8Qs
ERROR: logging before google.Init: I0909 15:25:57.873216     968 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc95e4760cfeb65a1 ResponseID: hHqhapy8K4rUjMcPiuf-wAI
ERROR: logging before google.Init: I0909 15:25:57.949049     976 search_ripgrep.go:116] extracted embedded ripgrep to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (8144064 bytes)
ERROR: logging before google.Init: I0909 15:25:57.949067     976 search_ripgrep.go:459] ripgrep resolved to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (embedded copy)
ERROR: logging before google.Init: E0909 15:25:57.949256     976 grep_handler.go:674] ripgrep at /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d could not be executed (fork/exec /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d: no such file or directory), falling back to grep
ERROR: logging before google.Init: I0909 15:25:59.597885    1073 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xeb1f54fec509565e ResponseID: hnqhaqjqG-Xe-sAPnIHJmQI
ERROR: logging before google.Init: I0909 15:26:00.953999    1181 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x45c40345fc7bd08c ResponseID: h3qharrsM9jU-sAPut-3iAM
ERROR: logging before google.Init: I0909 15:26:02.071590    1276 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x738373c0e2fad35b ResponseID: iXqhav69C7T1jMcPsqPioQY
ERROR: logging before google.Init: I0909 15:26:02.129358    1285 search_ripgrep.go:459] ripgrep resolved to /usr/bin/rg ($PATH)
ERROR: logging before google.Init: I0909 15:26:03.923421    1305 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe8aee2badc94687a ResponseID: inqhasSjJILm-sAPvMzuoQU
ERROR: logging before google.Init: I0909 15:26:07.149468    1382 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x27499fbf9639d984 ResponseID: jHqhaqWCOuXI-sAPz5r-sAU
ERROR: logging before google.Init: I0909 15:26:10.126119    1397 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x74f568bbba5b85c2 ResponseID: j3qhavH9GNzX-sAPwuHcmQc
ERROR: logging before google.Init: I0909 15:26:11.527337    1522 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x331c896a69137b5c ResponseID: knqharbzIvvUjMcPm-DmkQM
ERROR: logging before google.Init: I0909 15:26:16.099854    1547 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x49f4553b9bd73b1 ResponseID: k3qhauKwM8K9jMcP6s2kuAY
ERROR: logging before google.Init: I0909 15:26:18.390412    1578 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb3f55eeb55eca6b0 ResponseID: mHqhao_pKqzi_uMPmOer8Ao
ERROR: logging before google.Init: I0909 15:26:23.781230    1601 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x77146220540f11a0 ResponseID: m3qhavXRIuXI-sAP_bXYwAQ
ERROR: logging before google.Init: I0909 15:26:25.679124    1674 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1ccea97ca069e5e ResponseID: oHqharPwAoXTjMcPzNXWkQM
ERROR: logging before google.Init: I0909 15:26:26.931870    1686 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe580360f07f2a607 ResponseID: onqhavSTBuPI-sAP--2hoAI
ERROR: logging before google.Init: I0909 15:26:28.179561    1629 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xefa40dc03290e1ed ResponseID: o3qhaq-ZDOjf-sAPuJTZ0Ak
ERROR: logging before google.Init: I0909 15:26:29.549744    1744 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4b0b5c169e03cf6d ResponseID: pHqhapfQGvyy_PUPl57k0As
ERROR: logging before google.Init: I0909 15:26:30.642290    1809 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5a3830ab1e2953cc ResponseID: pXqhaviFMsjVjMcPpYmkiQM
ERROR: logging before google.Init: I0909 15:26:31.759283    1836 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6e4be576aadfa229 ResponseID: pnqhaunuN-LTjMcPgcLnwQI
ERROR: logging before google.Init: I0909 15:26:33.264131    1871 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcec6e259f2de90f8 ResponseID: qHqhap2OAb-5_PUP1fC1qQI
ERROR: logging before google.Init: I0909 15:26:34.587617    1922 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x15c684f9b6792500 ResponseID: qXqhavvYH_a0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:26:36.025991    1960 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x96d70ee67fe1ff86 ResponseID: q3qhatCmBNatjMcP3a6yyAU
ERROR: logging before google.Init: I0909 15:26:37.310439    2005 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd6917d3952d9f12 ResponseID: rHqhap2hEuXI-sAP_bXYwAQ
ERROR: logging before google.Init: I0909 15:26:38.506629    2033 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x61ce6ff415e691c2 ResponseID: rXqhatK_JLnTjMcPuOmKwQI
ERROR: logging before google.Init: I0909 15:26:39.847530    2084 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbc36656042a509ed ResponseID: rnqhateGMLPSjMcP_f3XkAM
ERROR: logging before google.Init: I0909 15:26:43.054363    2117 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4174873848b71177 ResponseID: sHqhasOeOamijMcP4e7PwQI
ERROR: logging before google.Init: I0909 15:26:45.320903    2144 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9f8b3fd50761ae0b ResponseID: s3qhaqP9H7bV-sAP-IDK0Qk
ERROR: logging before google.Init: I0909 15:26:47.674560    2524 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2a74d13ceb09d64a ResponseID: tXqhauPDKNzX-sAPwuHcmQc
ERROR: logging before google.Init: I0909 15:26:49.147348    2634 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe3c6c2f3c4444e2d ResponseID: uHqharjbCNmJ-sAP7r7u6AM
ERROR: logging before google.Init: I0909 15:26:51.905409    2710 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3a471ad198d67385 ResponseID: unqhasz7BbKe_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:26:53.352942    2161 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x426b771494a41485 ResponseID: vHqhaq3nEbbV-sAP-IDK0Qk
ERROR: logging before google.Init: I0909 15:26:56.391394    2802 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd467d0944d9bf6e8 ResponseID: vXqhapuqKLTQ_uMPuomUwAs
ERROR: logging before google.Init: I0909 15:27:00.403968    2879 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x50faec50621c6d3a ResponseID: wXqhapXbC-bcjMcPqZuzwQI
ERROR: logging before google.Init: I0909 15:27:02.374740    2893 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1faa5971ae2b6042 ResponseID: xHqhapzrLI_V-sAP9_bU4Ao
ERROR: logging before google.Init: I0909 15:27:06.860816    2784 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb410c79dd4440cf4 ResponseID: yHqhaq7PGLKe_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:27:10.565081    3003 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x63926a9a2d811758 ResponseID: zXqhaqx5wtf-4w_B3-zxCg
ERROR: logging before google.Init: I0909 15:27:14.775722    3076 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6eec06bef5e74190 ResponseID: 0HqhaoOVJ_LTjMcP1o6ooAM
ERROR: logging before google.Init: I0909 15:27:16.718214    3104 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3c1f6ede9c528a4a ResponseID: 03qhau3JG9yM_PUPn9ztmAo
ERROR: logging before google.Init: I0909 15:27:18.025702    2686 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcfacdc2823ca29eb ResponseID: 1XqhaofsAYyljMcPmNHTwAc
ERROR: logging before google.Init: I0909 15:27:19.310438    3205 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x25a30592a99e7ca ResponseID: 1nqhauHnFba1_uMP_MSP-AI
ERROR: logging before google.Init: I0909 15:27:20.971992    2974 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb15050660a749bb3 ResponseID: 13qhaueiKr-5_PUP1fC1qQI
ERROR: logging before google.Init: I0909 15:27:22.709533    3289 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2d01654b39da5964 ResponseID: 2XqhapatELuN_uMP-OyE6Qs
ERROR: logging before google.Init: I0909 15:27:26.263625    3323 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7811657e6b3a93af ResponseID: 23qhatfyDa61_PUPr6e92A8
ERROR: logging before google.Init: I0909 15:27:43.673972    3397 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe563eacc8b894286 ResponseID: 7HqhatK1DOTXjMcPwdf0kAM
ERROR: logging before google.Init: I0909 15:27:48.507007    3447 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x38e2ab2a0ed1737d ResponseID: 8XqharKFBPe0_PUP78anuQI
ERROR: logging before google.Init: I0909 15:28:08.691320    3517 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xddf2572c2036fd7f ResponseID: B3uhavyjIsKy_PUPnZ6s8AE
ERROR: logging before google.Init: I0909 15:28:10.690492    3626 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x98f1d53663e7c8a ResponseID: CXuharLGBeSN_PUPsIipkQ8
ERROR: logging before google.Init: I0909 15:28:12.482878       1 manager.go:769] CLI store manager shutting down
ERROR: logging before google.Init: I0909 15:28:12.483009       1 conversation_manager.go:752] Stopping conversation stream
ERROR: logging before google.Init: I0909 15:28:12.483093     215 server.go:1209] Stream goroutine exited for 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80, sending completion signal
ERROR: logging before google.Init: I0909 15:28:12.483119     215 conversation_manager.go:886] Stream completed for 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80, clearing ResponsePending
ERROR: logging before google.Init: I0909 15:28:12.483237    3733 server.go:2803] Language server shutting down
ERROR: logging before google.Init: I0909 15:28:12.483251    3733 server.go:2808] Waiting for migrations to complete to prevent partial migration state...
ERROR: logging before google.Init: E0909 15:28:12.483330    3724 telemetry.go:82] error recording trajectory segment analytics: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": context canceled
ERROR: logging before google.Init: E0909 15:28:12.490043     115 file_watcher.go:194] skipping empty or temp file: 
ERROR: logging before google.Init: E0909 15:28:12.490060     115 file_watcher.go:194] skipping empty or temp file: 
