ERROR: logging before google.Init: I0909 15:28:14.820970      66 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:28:24.308408     859 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2f3178e4b90917ea ResponseID: F3uhap2CGLuN_uMP-OyE6Qs
ERROR: logging before google.Init: I0909 15:28:25.270771     894 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x753bc3338037fc6a ResponseID: GHuhaobsI_LTjMcP1o6ooAM
ERROR: logging before google.Init: I0909 15:28:26.290112    1010 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa74c9c00ef3b869f ResponseID: GXuhaq2mJOXI-sAP_bXYwAQ
ERROR: logging before google.Init: I0909 15:28:27.387519    1060 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe5c76f06b3be5296 ResponseID: Gnuhas2LHpWM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:28:29.264673    1072 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9e01b234d5daf81f ResponseID: G3uhauLvKdmJ-sAP7r7u6AM
ERROR: logging before google.Init: I0909 15:28:30.176350    1127 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x542b9e712068bef1 ResponseID: HXuhasnEIuSN_PUPsIipkQ8
ERROR: logging before google.Init: I0909 15:28:31.700222    1155 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1995353ffb4903f6 ResponseID: HnuhavzEG6mijMcP4e7PwQI
ERROR: logging before google.Init: I0909 15:28:32.546849    1217 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x55b1142fcf1bf4c4 ResponseID: H3uhareLOfLTjMcP1o6ooAM
ERROR: logging before google.Init: I0909 15:28:33.979246    1293 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8c8145c2750b9655 ResponseID: IHuhapCNL_a0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:28:35.663309    1260 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x401dd63ce78df0ba ResponseID: Inuhav6sNuSu_uMP8uut8Qs
ERROR: logging before google.Init: I0909 15:28:36.506361    1365 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x77ced894521396fa ResponseID: I3uhaoGwN4Oi_uMP-ZPasQI
ERROR: logging before google.Init: I0909 15:28:37.617812    1424 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x82722d98d3bf23ef ResponseID: JHuhaum9L9nQjMcP5dyOiQM
ERROR: logging before google.Init: I0909 15:28:37.698697    1430 search_ripgrep.go:116] extracted embedded ripgrep to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (8144064 bytes)
ERROR: logging before google.Init: I0909 15:28:37.698716    1430 search_ripgrep.go:459] ripgrep resolved to /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d (embedded copy)
ERROR: logging before google.Init: E0909 15:28:37.698946    1430 grep_handler.go:674] ripgrep at /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d could not be executed (fork/exec /eval-home/.cache/antigravity/bin/rg_embedded-ecc6f1eac0f4804d: no such file or directory), falling back to grep
ERROR: logging before google.Init: I0909 15:28:39.100260    1452 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbc3ff5743a5cd995 ResponseID: JXuhaqncOJCu_uMP9Jul6As
ERROR: logging before google.Init: I0909 15:28:39.164911    1474 search_ripgrep.go:459] ripgrep resolved to /usr/bin/rg ($PATH)
ERROR: logging before google.Init: I0909 15:28:41.220786    1491 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd082ee3ebf770faf ResponseID: J3uhatmUGJSu_PUPkN3ByQI
ERROR: logging before google.Init: I0909 15:28:42.119993    1534 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x59c668b03907b523 ResponseID: KXuhar-DIvfWjMcPgr7NwQI
ERROR: logging before google.Init: I0909 15:28:43.481044    1637 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x32519dcac6b94258 ResponseID: KnuhatqAGffWjMcPgr7NwQI
ERROR: logging before google.Init: I0909 15:28:44.477041    1581 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc9493c9cd2de85e7 ResponseID: K3uhapz1Lsid_uMP5q6XsAs
ERROR: logging before google.Init: I0909 15:28:45.579845    1723 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa4ab9272793514cb ResponseID: LHuharHfL4yljMcPmNHTwAc
ERROR: logging before google.Init: I0909 15:28:47.878938    1790 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x12c6041994ee4147 ResponseID: LXuhav_-Mqi-jMcPkLuJkQM
ERROR: logging before google.Init: I0909 15:28:50.076111    1842 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x333e256f790c69f5 ResponseID: MHuhas6lD7Ke_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:28:51.112179    1859 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3fd17bbe7c06b6cc ResponseID: MnuhavbMGtPWjMcPr_jSyQI
ERROR: logging before google.Init: I0909 15:28:53.655799    1950 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa218989ee5c48884 ResponseID: M3uharrsFv6hjMcPuO75wAI
ERROR: logging before google.Init: I0909 15:28:54.770750    1977 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf10666bdff6dc244 ResponseID: NXuhasT9OI_V-sAP9_bU4Ao
ERROR: logging before google.Init: I0909 15:28:56.065803    2006 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdde8dc58839c3b2 ResponseID: N3uhauXvAcvljMcP64DSoAY
ERROR: logging before google.Init: I0909 15:28:57.045605    2019 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdb5103828c7dbf40 ResponseID: OHuhavnPF8ugjMcP9oax8QE
ERROR: logging before google.Init: I0909 15:28:58.169219    2038 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc8b6a4add2406cdf ResponseID: OXuhauSvIOnh_uMPlKrauAs
ERROR: logging before google.Init: I0909 15:28:59.519076    2090 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5777c1856c82873c ResponseID: OnuhatfUIp3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:29:01.937568    2143 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xee9e0ff477943ee7 ResponseID: PXuhar7kDKzi_uMPmOer8Ao
ERROR: logging before google.Init: I0909 15:29:05.299148    2193 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd042c8b0cac10e1c ResponseID: Pnuhar6GPMez_PUPxpbCwQI
ERROR: logging before google.Init: I0909 15:29:06.534039    2215 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9430d6b5ef51ac38 ResponseID: QXuhauv1Isez_PUPxpbCwQI
ERROR: logging before google.Init: I0909 15:29:07.693894    2251 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3b31cef0d7305548 ResponseID: QnuhateBNLPSjMcP_f3XkAM
ERROR: logging before google.Init: I0909 15:29:10.361561    2333 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd9c611f3466c1fb3 ResponseID: RHuhata0BNiV_uMP87O46Qs
ERROR: logging before google.Init: I0909 15:29:12.992405    2370 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xee3711533a2ee528 ResponseID: R3uhapj8KcLX_uMPwd_s8Qo
ERROR: logging before google.Init: I0909 15:29:14.218266    2347 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x723c7d357e7ed99a ResponseID: SXuharKjE7HZjMcPmLvRwQI
ERROR: logging before google.Init: I0909 15:29:16.657859    2438 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8da7e1a89886c0c2 ResponseID: SnuhaqPXN8jg_uMP146M8QI
ERROR: logging before google.Init: I0909 15:29:17.705458    2457 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf5ee519726a98694 ResponseID: THuharulOb-5_PUP1fC1qQI
ERROR: logging before google.Init: I0909 15:29:18.696338    2496 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7af9b1bea0d8978e ResponseID: TXuhaveAPei8jMcPoqjOqQc
ERROR: logging before google.Init: I0909 15:29:20.799108    2563 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7a9f4b4ffe49e04f ResponseID: T3uhauHPBNDd_uMP6vHz8Qs
ERROR: logging before google.Init: I0909 15:29:22.516671    2579 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x639c5f781bf73b20 ResponseID: UXuhaob3Jviw_PUP9sKAyAI
ERROR: logging before google.Init: I0909 15:29:24.518211    2596 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf559740a1ddfd8f9 ResponseID: UnuhaqaCPenh_uMPlKrauAs
ERROR: logging before google.Init: I0909 15:29:26.011210    2639 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x259b5356f8c584c ResponseID: VHuhapeFL5Su_PUPkN3ByQI
ERROR: logging before google.Init: I0909 15:29:27.572496    2738 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5e9498e4a4d74867 ResponseID: VnuhauecFPa0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:29:28.931465    2762 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x44718e26b81272a7 ResponseID: V3uhapW3Nvyy_PUPl57k0As
ERROR: logging before google.Init: I0909 15:29:30.492602    2813 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x34ebe77695e6ab21 ResponseID: WXuharbzDY-U_uMPmr3H-Qs
ERROR: logging before google.Init: I0909 15:29:34.453137    2842 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2584fcd7253205c4 ResponseID: WnuhapmxN8Ky_PUPnZ6s8AE
ERROR: logging before google.Init: I0909 15:29:37.377978    2909 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x17573a7781ac8462 ResponseID: X3uhapz2K8Pf-sAPoI20mQk
ERROR: logging before google.Init: I0909 15:29:38.472085    2926 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xff6378a081685948 ResponseID: YXuhauWkK7Ke_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:29:40.112454    2945 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x239eb8a88c656893 ResponseID: Ynuhar7_MfbRjMcPysXMmAM
ERROR: logging before google.Init: I0909 15:29:41.505002    2958 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6a745abe50587369 ResponseID: ZHuhaq_dHcSf_uMP2OyU2Qs
ERROR: logging before google.Init: I0909 15:29:42.863076    3106 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x17cb4949a5b3ef9f ResponseID: ZXuhaurGM_vUjMcPm-DmkQM
ERROR: logging before google.Init: I0909 15:29:48.173271    3148 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x77886ed176747ba1 ResponseID: aHuhavL2Kb-8_PUPudvA4QI
ERROR: logging before google.Init: I0909 15:29:49.872649    3186 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdccb804fffa0cc42 ResponseID: bHuhapitIMq2_PUP8p7OwQI
ERROR: logging before google.Init: I0909 15:29:51.590608    3245 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xba9fec91eb2cd5ec ResponseID: bnuhauuaDfiw_PUP9sKAyAI
ERROR: logging before google.Init: I0909 15:29:55.614523    3283 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5428a573c86ff057 ResponseID: b3uhau7RO57S_uMP2-zTkQ4
ERROR: logging before google.Init: I0909 15:30:08.093731    3362 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3cffac32a215deb4 ResponseID: fHuhaq_MA_a0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:30:36.362264    3444 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x77eb66ab69258826 ResponseID: lHuhasfKFp3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:30:37.803628    3421 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7ff3b05b006dcd3c ResponseID: nHuhaqyEN7Ke_uMPtf-xuAs
ERROR: logging before google.Init: I0909 15:30:40.526958    3561 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa76906c1c9b9ce2f ResponseID: nnuhasWHF5WM_uMPpYTXkQ8
ERROR: logging before google.Init: I0909 15:30:42.502718       1 manager.go:769] CLI store manager shutting down
ERROR: logging before google.Init: I0909 15:30:42.502852       1 conversation_manager.go:752] Stopping conversation stream
ERROR: logging before google.Init: I0909 15:30:42.502929     217 server.go:1209] Stream goroutine exited for 22011df1-a165-469e-8b47-809811e455d9, sending completion signal
ERROR: logging before google.Init: I0909 15:30:42.502937     217 conversation_manager.go:886] Stream completed for 22011df1-a165-469e-8b47-809811e455d9, clearing ResponsePending
ERROR: logging before google.Init: I0909 15:30:42.503056    3672 server.go:2803] Language server shutting down
ERROR: logging before google.Init: I0909 15:30:42.503079    3672 server.go:2808] Waiting for migrations to complete to prevent partial migration state...
ERROR: logging before google.Init: E0909 15:30:42.503150    3696 telemetry.go:82] error recording trajectory segment analytics: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": context canceled
ERROR: logging before google.Init: E0909 15:30:42.511052      81 file_watcher.go:194] skipping empty or temp file: 
